accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
93.00,"$713,449",Discovery World,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15768, '\r\n\t\t\tMilwaukee,,"$182,065",1.77%,CEO and President,"$-2,667,095",85.79,"$304,184","$37,073,513","Arts, Culture, Humanities : Museums ","$295,158",88.79,$0,"$9,229,297",WI,"$4,120,552"
67.00,"$171,527",Diskin Orphan Fund of Israel,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10348, '\r\n\t\t\tBrooklyn,,"$60,000",3.58%,Executive Secretary,"$964,783",89.95,"$165,994","$1,528,312","Human Services : Youth Development, Shelter, and Crisis Services , ",$0,75.60,$0,"$1,338,356",NY,"$2,640,660"
92.00,"$1,885,310",Discovery Place,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5500, '\r\n\t\t\tCharlotte,,"$234,266",1.50%,President & CEO,"$-3,996,610",97.50,"$340,744","$106,050,901","Arts, Culture, Humanities : Museums ","$1,248,581",94.07,$0,"$13,388,504",NC,"$2,329,222"
77.00,"$102,567",Discovery Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9757, '\r\n\t\t\tSeattle,,"$144,200",3.40%,President,"$1,693,215",92.71,"$340,504","$4,940,044",Research and Public Policy : Social and Public Policy Research ,"$61,097",82.93,$0,"$3,792,540",WA,"$5,773,002"
89.00,"$484,442",Discovery Green Conservancy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14701, '\r\n\t\t\tHouston,,"$204,685",3.31%,President,"$-782,355",96.00,"$405,506","$39,853,956","Environment : Botanical Gardens, Parks, and Nature Centers ","$-32,372",91.72,$0,"$5,293,664",TX,"$3,173,699"
96.00,"$135,469",The Discovery Museums,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17310, '\r\n\t\t\tActon,,"$166,193",9.99%,Chief Executive Officer,"$1,351,434",88.57,"$219,414","$7,857,273","Arts, Culture, Humanities : Museums ","$125,786",91.43,$0,"$1,307,953",MA,"$1,919,521"
66.00,"$323,958",Discovery Eye Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6476, '\r\n\t\t\tLos Angeles,,None reported\r\n                 ,--\r\n                 ,"President, Medical Director","$-464,025",73.75,"$56,556","$744,604",Health : Medical Research ,"$75,133",69.62,$0,"$517,024",CA,"$358,380"
96.00,"$1,617,200",DISCOVERY Children's Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12244, '\r\n\t\t\tLas Vegas,,"$159,689",2.69%,Trustee,"$-1,804,631",86.26,"$204,866","$47,244,316","Arts, Culture, Humanities : Museums ","$436,819",89.88,$0,"$4,100,910",NV,"$1,798,271"
89.00,"$126,259",Discovery Center of Springfield,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12042, '\r\n\t\t\tSpring,,"$77,500",6.09%,Executive Director,"$-288,198",82.50,"$88,066","$4,144,829","Arts, Culture, Humanities : Museums ","$58,397",85.38,$0,"$1,056,727",MO,"$469,066"
100.00,"$355,180",DiscipleMakers,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6879, '\r\n\t\t\tState College,,"$54,000",1.37%,President,"$144,888",89.28,"$327,414","$1,469,574",Religion : Religious Activities ,"$2,011",92.41,$0,"$3,233,039",PA,"$3,913,760"
66.00,"$42,704",Disabled Police and Sheriff's Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12035, ' Ste. Genevieve,,None reported\r\n                 ,--\r\n                 ,,"$11,536",0.00,"$1,401,140","$4,472",Human Services : Multipurpose Human Service Organizations ,$10,25.31,$0,"$85,839",MO,"$1,541,209"
96.00,"$2,000,823",Disabled Veterans National Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13131, ' Lanham,,"$144,616",0.49%,Chief Executive Officer,"$-1,560,501",0.00,"$19,776,427","$-3,967,104",Human Services : Social Services ,"$275,135",29.23,$0,"$7,523,867",MD,"$27,465,481"
93.00,"$251,918",DIFFA,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7766, ' New York,,"$139,098",5.51%,Executive Director,"$62,949",68.82,"$780,133","$904,941","Health : Diseases, Disorders, and Disciplines ","$-226,019",77.40,$0,"$1,488,252",NY,"$2,764,090"
89.00,"$140,337",The Dictionary Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12371, '\r\n\t\t\tCharleston,,"$64,395",1.36%,Executive Director,"$59,470",78.24,"$41,440","$619,363",Education : Youth Education Programs and Services ,"$3,495",82.75,$0,"$4,541,999",SC,"$4,779,751"
100.00,"$99,755",Diabetes Youth Families,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10892, ' Concord,,"$124,604",5.18%,Executive Director,"$-113,202",85.04,"$340,014","$4,903,689",Health : Patient and Family Support ,"$271,556",89.42,$0,"$1,963,217",CA,"$1,493,372"
100.00,"$233,883",Dining for Women,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16725, '\r\n\t\t\tGreenville,,"$100,400",7.05%,President,"$125,826",80.55,"$95,008","$366,765","International : Development and Relief Services , ",$0,86.24,$0,"$1,094,824",SC,"$1,537,144"
100.00,"$895,599",Diabetes Research Institute Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3624, ' Hollywood,,"$343,279",3.14%,"President, CEO","$12,780",81.02,"$1,725,721","$27,479,357","Health : Medical Research , ","$1,923,544",86.57,$0,"$8,293,772",FL,"$9,004,328"
78.00,"$120,561",Diabetes Research and Wellness Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5460, ' Washington,,"$97,145",0.82%,Executive Director,"$-379,380",70.49,"$1,075,573","$323,742",International : Development and Relief Services ,"$30,487",73.97,$0,"$10,527,165",DC,"$8,142,355"
100.00,"$47,235",Diabetes Action Research and Education Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10294, ' Bethesda,,"$87,879",3.84%,President,"$88,101",84.99,"$11,498","$262,443","Health : Medical Research , ",$14,89.38,$0,"$2,226,631",MD,"$2,373,451"
100.00,"$2,447,466",Direct Relief,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3626, '\r\n\t\t\tSanta Barbara,,"$384,276",0.04%,"President, CEO","$-119,126,915",100.00,"$1,563,823","$161,444,779",International : Humanitarian Relief Supplies ,"$-3,046",100.00,$0,"$887,377,810",CA,"$772,063,768"
93.00,"$159,224",Developments in Literacy,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9923, ' Irvine,,,--\r\n                 ,"Founder, CEO","$-257,407",97.50,"$102,961","$1,534,401","Education : Youth Education Programs and Services , ","$9,787",94.74,$0,"$2,498,244",CA,"$2,493,235"
100.00,"$5,950,762",Detroit Zoological Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3621, '\r\n\t\t\tRoyal Oak,,"$415,379",0.85%,"Executive Director, CEO","$-1,612,079",90.00,"$1,309,437","$26,771,742",Animals : Zoos and Aquariums ,"$1,444,479",92.92,$0,"$41,092,610",MI,"$23,780,290"
100.00,"$385,711",Development Associates International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6835, ' Colorado Springs,,"$110,847",1.85%,"President, CEO","$-750,760",88.56,"$320,631","$1,247,559","Religion : Religious Activities , ","$16,520",91.91,$0,"$5,283,160",CO,"$5,220,540"
81.00,"$86,618",Dikembe Mutombo Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10090, '\r\n\t\t\tMarietta,,"$90,986",6.88%,Executive Director,"$-115,648",96.21,"$95,602","$13,444,543",International : Development and Relief Services ,"$-138,525",86.30,$0,"$1,139,942",GA,"$1,345,039"
92.00,"$2,833,710",Detroit Rescue Mission Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5290, '\r\n\t\t\tDetroit,,"$144,786",0.72%,CEO,"$-1,142,398",89.34,"$1,244,315","$20,201,457",Human Services : Homeless Services ,"$203,573",90.57,$0,"$16,028,144",MI,"$15,461,497"
89.00,"$3,966,592",Detroit Symphony Orchestra,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3620, '\r\n\t\t\tDetroit,,"$868,285",2.57%,Music Director,"$1,617,237",89.77,"$2,858,779","$56,477,189","Arts, Culture, Humanities : Performing Arts ",$979,89.37,$0,"$26,859,400",MI,"$26,177,534"
85.00,"$378,759",Detroit Police Athletic League,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15305, '\r\n\t\t\tDetroit,,"$109,019",1.72%,Chief Executive Officer,"$-124,966",83.74,"$407,738","$2,433,827","Human Services : Youth Development, Shelter, and Crisis Services ","$928,138",84.35,$0,"$5,546,606",MI,"$5,038,329"
77.00,"$157,734",Detroit Lakes Community & Cultural Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15322, '\r\n\t\t\tDetroit Lakes,,"$107,056",4.27%,Chief Executive Officer,"$-32,541",76.63,"$63,989","$318,103",Human Services : Multipurpose Human Service Organizations ,"$51,173",76.81,$0,"$2,283,076",MN,"$1,458,648"
96.00,"$9,220,999",The Detroit Institute of Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3619, '\r\n\t\t\tDetroit,,"$165,470",0.40%,President And CEO,"$42,277,819",85.29,"$2,822,575","$263,110,014","Arts, Culture, Humanities : Museums ","$26,996,215",89.22,$0,"$29,319,336",MI,"$50,206,766"
96.00,"$143,224",The Detroit Institute for Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7823, ' Detroit,,"$109,408",3.97%,CEO,"$289,337",72.50,"$104,299","$685,676",Human Services : Social Services ,$691,80.34,$0,"$2,503,802",MI,"$336,543"
96.00,"$168,268",Dian Fossey Gorilla Fund International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6216, '\r\n\t\t\tAtlanta,,"$130,222",4.44%,President & CEO,"$1,306,402",90.00,"$215,784","$4,533,179",Animals : Wildlife Conservation ,"$1,121",92.38,$0,"$2,546,672",GA,"$4,236,005"
100.00,"$207,880",Desire Street Ministries,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7287, '\r\n\t\t\tAtlanta,,"$124,566",5.95%,"President, Executive Director","$7,795,003",90.04,"$244,451","$6,833,279",Religion : Religious Activities ,"$223,025",92.95,$0,"$1,640,805",GA,"$9,665,114"
93.00,"$496,399",Detroit Historical Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6975, '\r\n\t\t\tDetroit,,"$201,617",5.16%,"Executive Director, CEO","$697,828",90.50,"$528,530","$11,869,065","Arts, Culture, Humanities : Museums ","$937,279",91.65,$0,"$2,877,561",MI,"$3,406,232"
86.00,"$2,586,030",Dia Art Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3623, '\r\n\t\t\tNew York,,"$492,442",2.64%,Director,"$12,246,025",95.22,"$1,340,708","$153,642,619","Arts, Culture, Humanities : Museums ","$7,411,780",89.53,$0,"$14,723,853",NY,"$21,802,181"
100.00,"$4,354,995",Desert AIDS Project,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12458, '\r\n\t\t\tPalm Springs,,"$350,208",1.12%,Chief Executive Officer,"$2,447,045",94.51,"$822,583","$18,817,678","Health : Diseases, Disorders, and Disciplines ","$781,673",96.11,$0,"$25,975,207",CA,"$11,922,960"
89.00,"$362,621",Des Moines Community Playhouse,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15323, '\r\n\t\t\tDes Moines,,"$118,127",4.67%,Executive Director,"$-5,531",91.90,"$131,322","$5,389,558","Arts, Culture, Humanities : Performing Arts ","$59,532",90.34,$0,"$2,030,507",IA,"$823,247"
96.00,"$1,973,090",Desert Botanical Garden,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3617, '\r\n\t\t\tPhoenix,,"$453,009",2.74%,Executive Director,"$2,855,226",82.25,"$2,015,431","$24,749,110","Environment : Botanical Gardens, Parks, and Nature Centers ","$2,060,814",87.13,$0,"$12,516,388",AZ,"$10,358,923"
96.00,"$459,415",Descanso Gardens Guild,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13994, '\r\n\t\t\tLa Cañada Flintridge,,"$181,601",4.72%,Executive Director,"$223,986",82.31,"$541,302","$7,275,722","Environment : Botanical Gardens, Parks, and Nature Centers ","$334,920",87.17,$0,"$2,842,492",CA,"$2,713,233"
92.00,"$811,862",Des Moines Art Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10518, ' Des Moines,,"$250,830",4.05%,Director,"$696,633",90.45,"$602,477","$109,535,626","Arts, Culture, Humanities : Museums ","$3,252,068",91.19,$0,"$4,777,540",IA,"$3,261,724"
100.00,"$262,382","Depression and Bipolar Support Alliance, National Office",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6958, ' Chicago,,"$147,940",5.48%,President,"$-307,257",89.38,"$425,434","$2,212,741","Health : Diseases, Disorders, and Disciplines ","$22,556",92.49,$0,"$2,011,629",IL,"$2,115,367"
89.00,"$462,096",Dermatology Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17172, ' Evanston,,"$455,563",8.91%,Executive Director,"$2,637,069",78.70,"$770,912","$43,477,434","Health : Medical Research , ","$429,208",83.04,$0,"$3,876,879",IL,"$7,317,748"
89.00,"$65,565",Denver Street School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8379, '\r\n\t\t\tLakewood,,"$48,000",4.10%,Executive Director,"$-71,443",90.44,"$84,731","$218,815",Education : Youth Education Programs and Services ,"$99,720",89.69,$0,"$1,020,354",CO,"$979,384"
86.00,"$2,210,750",Denver Zoological Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3613, '\r\n\t\t\tDenver,,"$407,332",0.98%,CEO,"$-273,457",85.43,"$4,868,343","$20,128,494",Animals : Zoos and Aquariums ,"$237,838",85.71,$0,"$34,125,510",CO,"$20,866,892"
92.00,"$591,493",Denver Scholarship Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14222, ' Denver,,"$153,689",2.01%,Executive Director,"$-1,995,968",76.41,"$966,580","$27,803,864",Education : Scholarship and Financial Support ,"$308,600",82.38,$0,"$6,059,130",CO,"$5,312,635"
89.00,"$218,614",Denver Public Library Friends Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13860, '\r\n\t\t\tDenver,,"$76,975",3.83%,Interim Director,"$-760,272",86.68,"$325,495","$9,832,851","Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation , ","$102,452",87.78,$0,"$1,462,106",CO,"$1,070,293"
97.00,"$8,125,675",Denver Museum of Nature & Science,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3611, '\r\n\t\t\tDenver,,"$392,185",0.87%,"President, CEO","$-5,608,349",77.63,"$3,215,592","$19,016,969","Arts, Culture, Humanities : Museums ","$4,957,258",84.04,$0,"$33,602,748",CO,"$18,510,187"
85.00,"$438,266","Denver Kids, Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14413, ' Denver,,None reported\r\n                 ,--\r\n                 ,,"$-598,895",88.64,"$433,780","$2,520,016",Education : Youth Education Programs and Services ,"$203,605",86.69,$0,"$2,016,762",CO,"$2,086,308"
100.00,"$123,483",Denver Inner City Parish,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14113, '\r\n\t\t\tDenver,,"$83,797",4.38%,Executive Director,"$63,871",80.00,"$155,356","$629,394",Human Services : Social Services ,"$160,111",85.85,$0,"$1,630,140",CO,"$1,721,445"
96.00,"$6,159,360",The Denver Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5742, ' Denver,,"$185,584",0.16%,"President, CEO","$-18,586,442",95.00,"$1,828,873","$564,994,952",Community Development : Community Foundations ,"$24,605,494",95.47,$0,"$103,296,399",CO,"$66,897,607"
89.00,"$482,461",Denver Film Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15215, ' Denver,,"$131,663",3.04%,Executive Director,"$-138,330",90.89,"$312,285","$2,532,638","Arts, Culture, Humanities : Performing Arts ","$298,687",89.90,$0,"$3,534,298",CO,"$1,907,611"
90.00,"$7,360,621",Denver Art Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3607, '\r\n\t\t\tDenver,CN Advisory: Low Concern,"$335,928",0.89%,Director,"$7,991,396",90.28,"$1,794,248","$72,816,925","Arts, Culture, Humanities : Museums ","$3,790,933",90.13,$0,"$28,482,837",CO,"$37,310,596"
96.00,"$1,681,497",Denver Botanic Gardens,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3608, '\r\n\t\t\tDenver,,"$248,874",1.08%,Chief Executive Officer,"$2,932,981",90.00,"$862,169","$9,056,197","Environment : Botanical Gardens, Parks, and Nature Centers ","$1,204,633",92.38,$0,"$20,385,863",CO,"$17,136,421"
77.00,"$339,412",Denison Pequotsepos Nature Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15613, ' Mystic,,None reported\r\n                 ,--\r\n                 ,,"$220,192",85.51,"$111,489","$11,229,940","Environment : Botanical Gardens, Parks, and Nature Centers ","$108,331",80.77,$0,"$756,212",CT,"$749,804"
74.00,"$373,584",Democracy Now!,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11344, ' New York,,"$176,632",2.81%,President,"$1,894,437",98.05,"$511,547","$19,923,227","Arts, Culture, Humanities : Public Broadcasting and Media ","$70,691",81.56,$0,"$5,378,576",NY,"$7,946,333"
81.00,"$186,684",Democracy North Carolina,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15840, '\r\n\t\t\tDurham,,"$98,122",3.51%,Executive Director,"$537,485",97.50,"$122,431","$1,256,825",Human and Civil Rights : Advocacy and Education ,"$13,868",86.44,$0,"$2,480,455",NC,"$3,313,187"
89.00,"$89,537",Delta Waterfowl Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7854, '\r\n\t\t\tBismarck,,"$183,671",2.08%,CEO,"$237,772",85.76,"$1,184,432","$9,203,022",Animals : Wildlife Conservation ,"$424,525",87.27,$0,"$7,529,015",ND,"$8,223,417"
100.00,"$443,269",Delivering Good,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3971, ' New York,,"$255,539",0.19%,President,"$200,716",87.83,"$574,958","$2,372,545","Human Services : Multipurpose Human Service Organizations , ","$-250,523",91.39,$0,"$132,337,115",NY,"$133,806,581"
89.00,"$7,416,039",Denver Center for the Performing Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3609, '\r\n\t\t\tDenver,,,--\r\n                 ,Interim Chief Executive Officer,"$1,006,981",84.02,"$1,517,592","$17,918,896","Arts, Culture, Humanities : Performing Arts ","$1,513,257",86.28,$0,"$54,194,489",CO,"$13,069,580"
